name,precision,recall,f1
apomp_previous,0.3762091980988421,0.9999592648028051,0.5467264848516691
apomp_plasmid_refactor,0.8476744065218451,0.9999712405099577,0.9175460989502187
kraken2,0.8585044847277835,0.9657655270780129,0.9089817086575334
diamond_meganlr,0.5012628342847824,0.6696839853584976,0.5733611244244105
